lessonId,route,title,catalog,mainTopic,subtopic,conceptId,existingType,newPrimaryType,interactionFormats,engine,currentAdapter,currentPresetSpecificity,targetPresetSpecificity,contentQuality,mathematicalReview,priority,applicabilityOfLearn,applicabilityOfExplore,applicabilityOfPractice,applicabilityOfChallenge,applicabilityOfInvestigation,applicabilityOfVisualProof,applicabilityOfAssessment,applicabilityOfRevision,notes
426,/lessons/3d-mathematics/426-double-integrals,Double Integrals,core,3D Mathematics,3D Functions and Surfaces,3d-mathematics.3d-functions-and-surfaces.double-integrals,3D Analysis Lab,learn,graphing|3d|slider,graph-3d,geometry3d,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
427,/lessons/3d-mathematics/427-multivariable-optimisation,Multivariable Optimisation,core,3D Mathematics,3D Functions and Surfaces,3d-mathematics.3d-functions-and-surfaces.multivariable-optimisation,3D Analysis Lab,learn,graphing|3d|slider,graph-3d,geometry3d,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
556,/lessons/discrete-and-applied-mathematics/556-fundamental-counting-principle,Fundamental Counting Principle,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.fundamental-counting-principle,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Fundamental Counting Principle. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
557,/lessons/discrete-and-applied-mathematics/557-factorials,Factorials,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.factorials,Discrete Math Lab,learn,cas,cas-data,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Factorials. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
558,/lessons/discrete-and-applied-mathematics/558-permutations,Permutations,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.permutations,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Permutations. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
559,/lessons/discrete-and-applied-mathematics/559-permutations-with-repetition,Permutations with Repetition,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.permutations-with-repetition,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Permutations with Repetition. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
560,/lessons/discrete-and-applied-mathematics/560-circular-permutations,Circular Permutations,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.circular-permutations,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Circular Permutations. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
561,/lessons/discrete-and-applied-mathematics/561-combinations,Combinations,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.combinations,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Combinations. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
562,/lessons/discrete-and-applied-mathematics/562-pascal-s-triangle,Pascal's Triangle,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.pascal-s-triangle,Discrete Math Lab,learn,construction,geometry-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Pascal's Triangle. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
563,/lessons/discrete-and-applied-mathematics/563-inclusionexclusion,Inclusion–Exclusion,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.inclusion-exclusion,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Inclusion–Exclusion. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
564,/lessons/discrete-and-applied-mathematics/564-pigeonhole-principle,Pigeonhole Principle,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.pigeonhole-principle,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Pigeonhole Principle. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
565,/lessons/discrete-and-applied-mathematics/565-vertex-and-edge-builder,Vertex and Edge Builder,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.vertex-and-edge-builder,Discrete Math Lab,learn,graphing|drag-and-observe,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
566,/lessons/discrete-and-applied-mathematics/566-directed-graphs,Directed Graphs,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.directed-graphs,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Directed Graphs. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
567,/lessons/discrete-and-applied-mathematics/567-weighted-graphs,Weighted Graphs,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.weighted-graphs,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Weighted Graphs. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
568,/lessons/discrete-and-applied-mathematics/568-degree-of-a-vertex,Degree of a Vertex,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.degree-of-a-vertex,Discrete Math Lab,learn,graphing|drag-and-observe,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
569,/lessons/discrete-and-applied-mathematics/569-paths-and-cycles,Paths and Cycles,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.paths-and-cycles,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Paths and Cycles. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
570,/lessons/discrete-and-applied-mathematics/570-connected-components,Connected Components,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.connected-components,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Connected Components. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
571,/lessons/discrete-and-applied-mathematics/571-euler-paths-and-circuits,Euler Paths and Circuits,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.euler-paths-and-circuits,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Euler Paths and Circuits. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
572,/lessons/discrete-and-applied-mathematics/572-hamiltonian-paths-and-cycles,Hamiltonian Paths and Cycles,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.hamiltonian-paths-and-cycles,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Hamiltonian Paths and Cycles. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
573,/lessons/discrete-and-applied-mathematics/573-trees,Trees,core,Discrete and Applied Mathematics,"Combinatorics, Graph Theory and Logic",discrete-and-applied-mathematics.combinatorics-graph-theory-and-logic.trees,Discrete Math Lab,learn,graphing,graph-2d,discrete,lesson,lesson-preset,lesson-specific,needs-review,P2,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Trees. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
